Date,Away,Away_Abbr,Home,Home_Abbr,Away_G,Home_G,Total,Eligible,Lambda,Line,Over_Odds,Under_Odds,P_Over,P_Under,Lean,Actual_Result,Graded,Hit,Profit
2024-12-03,Columbus Blue Jackets,CBJ,Calgary Flames,CGY,0,3,3,True,6.4242,6.5,-105,-114,0.4615,0.5385,Toss-up,Under,False,False,
2024-12-03,Vancouver Canucks,VAN,Minnesota Wild,MIN,2,3,5,True,5.9406,5.5,-105,-115,0.5447,0.4553,Toss-up,Under,False,False,
2024-12-03,New York Islanders,NYI,Montreal Canadiens,MTL,1,2,3,True,6.1684,5.5,-113,-106,0.5810,0.4190,Toss-up,Under,False,False,
2024-12-03,Florida Panthers,FLA,Pittsburgh Penguins,PIT,4,5,9,True,6.9289,6.5,-104,-114,0.5396,0.4604,Toss-up,Over,False,False,
2024-12-03,Edmonton Oilers,EDM,Vegas Golden Knights,VGK,0,1,1,True,6.4213,6.5,-106,-112,0.4610,0.5390,Toss-up,Under,False,False,
2024-12-03,St. Louis Blues,STL,Winnipeg Jets,WPG,4,1,5,True,5.7724,5.5,-120,-100,0.5171,0.4829,Toss-up,Under,False,False,
2024-12-03,San Jose Sharks,SJS,Washington Capitals,WSH,2,1,3,True,7.2170,6.0,-118,-101,0.7261,0.2739,Over,Under,True,False,-100.00
2024-12-04,Vegas Golden Knights,VGK,Anaheim Ducks,ANA,4,1,5,True,5.8530,6.5,102,-120,0.3701,0.6299,Under,Under,True,True,83.33
2024-12-04,Boston Bruins,BOS,Chicago Blackhawks,CHI,4,2,6,True,5.2692,5.5,-103,-117,0.4312,0.5688,Toss-up,Over,False,False,
2024-12-04,Dallas Stars,DAL,Los Angeles Kings,LAK,2,3,5,True,5.7005,5.5,-119,101,0.5051,0.4949,Toss-up,Under,False,False,
2024-12-04,Nashville Predators,NSH,Toronto Maple Leafs,TOR,2,3,5,True,5.3304,6.0,-103,-115,0.4418,0.5582,Toss-up,Under,False,False,
2024-12-05,Winnipeg Jets,WPG,Buffalo Sabres,BUF,3,2,5,True,5.9889,5.5,-118,-101,0.5525,0.4475,Toss-up,Under,False,False,
2024-12-05,Colorado Avalanche,COL,Carolina Hurricanes,CAR,3,5,8,True,7.1202,6.5,-120,104,0.5680,0.4320,Toss-up,Over,False,False,
2024-12-05,St. Louis Blues,STL,Calgary Flames,CGY,4,3,7,True,5.2336,5.5,-123,105,0.4249,0.5751,Toss-up,Over,False,False,
2024-12-05,Columbus Blue Jackets,CBJ,Edmonton Oilers,EDM,3,6,9,True,6.4787,6.5,-135,115,0.4701,0.5299,Toss-up,Over,False,False,
2024-12-05,Nashville Predators,NSH,Montreal Canadiens,MTL,0,3,3,True,5.7569,6.0,-120,-100,0.5145,0.4855,Toss-up,Under,False,False,
2024-12-05,Seattle Kraken,SEA,New York Islanders,NYI,5,2,7,True,5.5555,5.5,105,-125,0.4806,0.5194,Toss-up,Over,False,False,
2024-12-05,Detroit Red Wings,DET,Ottawa Senators,OTT,1,2,3,True,6.0681,6.0,-120,-100,0.5652,0.4348,Toss-up,Under,False,False,
2024-12-05,Florida Panthers,FLA,Philadelphia Flyers,PHI,7,5,12,True,6.7009,6.0,-110,-110,0.6595,0.3405,Over,Over,True,True,90.91
2024-12-05,San Jose Sharks,SJS,Tampa Bay Lightning,TBL,1,8,9,True,6.9187,6.0,-120,101,0.6888,0.3112,Over,Over,True,True,83.33
2024-12-06,Minnesota Wild,MIN,Anaheim Ducks,ANA,5,1,6,True,5.3341,5.5,-120,-100,0.4424,0.5576,Toss-up,Over,False,False,
2024-12-06,Seattle Kraken,SEA,New Jersey Devils,NJD,2,3,5,True,6.1100,6.0,-108,-110,0.5718,0.4282,Toss-up,Under,False,False,
2024-12-06,Pittsburgh Penguins,PIT,New York Rangers,NYR,2,4,6,True,6.3943,6.5,-120,102,0.4568,0.5432,Toss-up,Under,False,False,
2024-12-06,Washington Capitals,WSH,Toronto Maple Leafs,TOR,3,1,4,True,6.1547,6.0,-116,-103,0.5788,0.4212,Toss-up,Under,False,False,
2024-12-06,Columbus Blue Jackets,CBJ,Vancouver Canucks,VAN,2,5,7,True,7.0598,6.0,-125,107,0.7069,0.2931,Over,Over,True,True,80.00
2024-12-06,Dallas Stars,DAL,Vegas Golden Knights,VGK,2,3,5,True,6.0403,6.0,-110,-108,0.5608,0.4392,Toss-up,Under,False,False,
2024-12-07,Philadelphia Flyers,PHI,Boston Bruins,BOS,3,4,7,True,5.8305,5.5,-123,105,0.5267,0.4733,Toss-up,Over,False,False,
2024-12-07,Utah Hockey Club,UTA,Buffalo Sabres,BUF,5,2,7,True,5.6501,6.0,-104,-115,0.4966,0.5034,Toss-up,Over,False,False,
2024-12-07,Winnipeg Jets,WPG,Chicago Blackhawks,CHI,4,2,6,True,5.7195,5.5,-122,103,0.5083,0.4917,Toss-up,Over,False,False,
2024-12-07,Colorado Avalanche,COL,Detroit Red Wings,DET,2,1,3,True,6.2892,6.5,-128,109,0.4400,0.5600,Toss-up,Under,False,False,
2024-12-07,St. Louis Blues,STL,Edmonton Oilers,EDM,2,4,6,True,5.7226,6.0,-123,106,0.5088,0.4912,Toss-up,Push,False,False,
2024-12-07,San Jose Sharks,SJS,Florida Panthers,FLA,1,3,4,True,7.3205,6.5,-100,-117,0.5969,0.4031,Toss-up,Under,False,False,
2024-12-07,Minnesota Wild,MIN,Los Angeles Kings,LAK,1,4,5,True,5.2779,5.5,-105,-113,0.4327,0.5673,Toss-up,Under,False,False,
2024-12-07,Washington Capitals,WSH,Montreal Canadiens,MTL,4,2,6,True,6.6482,6.0,-106,-113,0.6521,0.3479,Over,Push,False,False,
2024-12-07,Carolina Hurricanes,CAR,New York Islanders,NYI,3,4,7,True,6.2623,6.0,-101,-118,0.5955,0.4045,Toss-up,Over,False,False,
2024-12-07,Nashville Predators,NSH,Ottawa Senators,OTT,1,3,4,True,5.5094,5.5,-125,107,0.4727,0.5273,Toss-up,Under,False,False,
2024-12-07,Toronto Maple Leafs,TOR,Pittsburgh Penguins,PIT,2,5,7,True,6.0129,6.0,-115,-103,0.5564,0.4436,Toss-up,Over,False,False,
2024-12-08,Calgary Flames,CGY,Dallas Stars,DAL,2,6,8,True,5.5720,6.0,-110,-110,0.4834,0.5166,Toss-up,Over,False,False,
2024-12-08,Colorado Avalanche,COL,New Jersey Devils,NJD,4,0,4,True,6.6073,6.5,-125,108,0.4903,0.5097,Toss-up,Under,False,False,
2024-12-08,Seattle Kraken,SEA,New York Rangers,NYR,7,5,12,True,5.9085,6.0,-105,-113,0.5395,0.4605,Toss-up,Over,False,False,
2024-12-08,New York Islanders,NYI,Ottawa Senators,OTT,4,2,6,True,5.7700,6.0,-103,-115,0.5167,0.4833,Toss-up,Push,False,False,
2024-12-08,Utah Hockey Club,UTA,Philadelphia Flyers,PHI,4,2,6,True,6.0631,6.0,-112,-107,0.5644,0.4356,Toss-up,Push,False,False,
2024-12-08,Tampa Bay Lightning,TBL,Vancouver Canucks,VAN,4,2,6,True,7.0446,6.0,-112,-106,0.7050,0.2950,Over,Push,False,False,
2024-12-08,Columbus Blue Jackets,CBJ,Winnipeg Jets,WPG,4,1,5,True,6.6989,6.5,-108,-112,0.5045,0.4955,Toss-up,Under,False,False,
2024-12-09,Detroit Red Wings,DET,Buffalo Sabres,BUF,6,5,11,True,5.5866,6.0,-118,-100,0.4859,0.5141,Toss-up,Over,False,False,
2024-12-09,Anaheim Ducks,ANA,Montreal Canadiens,MTL,2,3,5,True,5.8112,6.0,-115,-105,0.5235,0.4765,Toss-up,Under,False,False,
2024-12-09,Chicago Blackhawks,CHI,New York Rangers,NYR,2,1,3,True,5.9709,6.0,-114,-104,0.5496,0.4504,Toss-up,Under,False,False,
2024-12-10,San Jose Sharks,SJS,Carolina Hurricanes,CAR,2,3,5,True,6.8745,6.5,-110,-110,0.5314,0.4686,Toss-up,Under,False,False,
2024-12-10,Philadelphia Flyers,PHI,Columbus Blue Jackets,CBJ,5,3,8,True,6.9580,6.5,-110,-108,0.5440,0.4560,Toss-up,Over,False,False,
2024-12-10,Tampa Bay Lightning,TBL,Edmonton Oilers,EDM,1,2,3,True,6.6101,6.5,-122,104,0.4907,0.5093,Toss-up,Under,False,False,
2024-12-10,Toronto Maple Leafs,TOR,New Jersey Devils,NJD,2,1,3,True,5.7008,6.0,-119,100,0.5052,0.4948,Toss-up,Under,False,False,
2024-12-10,Calgary Flames,CGY,Nashville Predators,NSH,4,3,7,True,5.0897,5.5,-125,108,0.3998,0.6002,Under,Over,True,False,-100.00
2024-12-10,Los Angeles Kings,LAK,New York Islanders,NYI,3,1,4,True,5.4527,5.5,112,-130,0.4630,0.5370,Toss-up,Under,False,False,
2024-12-10,Colorado Avalanche,COL,Pittsburgh Penguins,PIT,6,2,8,True,6.7642,6.5,-125,108,0.5146,0.4854,Toss-up,Over,False,False,
2024-12-10,Florida Panthers,FLA,Seattle Kraken,SEA,2,1,3,True,6.9033,6.0,-100,-120,0.6868,0.3132,Over,Under,True,False,-100.00
2024-12-10,Minnesota Wild,MIN,Utah Hockey Club,UTA,5,4,9,True,5.3817,5.5,-110,-108,0.4507,0.5493,Toss-up,Over,False,False,
2024-12-10,St. Louis Blues,STL,Vancouver Canucks,VAN,4,3,7,True,6.0341,5.5,-110,-107,0.5598,0.4402,Toss-up,Over,False,False,
2024-12-10,Boston Bruins,BOS,Winnipeg Jets,WPG,1,8,9,True,5.5683,5.5,105,-123,0.4827,0.5173,Toss-up,Over,False,False,
2024-12-11,New York Rangers,NYR,Buffalo Sabres,BUF,3,2,5,True,6.2954,6.0,-112,-108,0.6005,0.3995,Over,Under,True,False,-100.00
2024-12-11,Anaheim Ducks,ANA,Ottawa Senators,OTT,1,5,6,True,5.6812,6.0,-110,-108,0.5019,0.4981,Toss-up,Push,False,False,
2024-12-12,Washington Capitals,WSH,Columbus Blue Jackets,CBJ,2,1,3,True,7.1713,6.5,-110,-108,0.5755,0.4245,Toss-up,Under,False,False,
2024-12-12,Tampa Bay Lightning,TBL,Calgary Flames,CGY,8,3,11,True,6.2802,6.0,-124,106,0.5982,0.4018,Toss-up,Over,False,False,
2024-12-12,Utah Hockey Club,UTA,Colorado Avalanche,COL,4,1,5,True,6.3079,6.5,-115,-105,0.4430,0.5570,Toss-up,Under,False,False,
2024-12-12,Nashville Predators,NSH,Dallas Stars,DAL,4,1,5,True,5.5449,6.0,-110,-108,0.4788,0.5212,Toss-up,Under,False,False,
2024-12-12,Edmonton Oilers,EDM,Minnesota Wild,MIN,7,1,8,True,5.5806,6.0,-105,-115,0.4849,0.5151,Toss-up,Over,False,False,
2024-12-12,Pittsburgh Penguins,PIT,Montreal Canadiens,MTL,9,2,11,True,6.5076,6.5,-115,-105,0.4747,0.5253,Toss-up,Over,False,False,
2024-12-12,Los Angeles Kings,LAK,New Jersey Devils,NJD,1,3,4,True,5.4667,5.5,-121,101,0.4654,0.5346,Toss-up,Under,False,False,
2024-12-12,Chicago Blackhawks,CHI,New York Islanders,NYI,4,5,9,True,5.3417,5.5,-107,-112,0.4438,0.5562,Toss-up,Over,False,False,
2024-12-12,Detroit Red Wings,DET,Philadelphia Flyers,PHI,1,4,5,True,6.1703,6.0,-115,-105,0.5813,0.4187,Toss-up,Under,False,False,
2024-12-12,Boston Bruins,BOS,Seattle Kraken,SEA,1,5,6,True,5.7930,5.5,-110,-110,0.5205,0.4795,Toss-up,Over,False,False,
2024-12-12,San Jose Sharks,SJS,St. Louis Blues,STL,4,3,7,True,5.9853,6.0,103,-120,0.5520,0.4480,Toss-up,Over,False,False,
2024-12-12,Anaheim Ducks,ANA,Toronto Maple Leafs,TOR,2,3,5,True,5.3170,6.0,-110,-110,0.4395,0.5605,Toss-up,Under,False,False,
2024-12-12,Florida Panthers,FLA,Vancouver Canucks,VAN,0,4,4,True,6.9119,5.5,-113,-105,0.6879,0.3121,Over,Under,True,False,-100.00
2024-12-12,Vegas Golden Knights,VGK,Winnipeg Jets,WPG,3,2,5,True,6.0431,5.5,-110,-108,0.5612,0.4388,Toss-up,Under,False,False,
2024-12-13,Ottawa Senators,OTT,Carolina Hurricanes,CAR,3,0,3,True,6.4861,6.0,-119,101,0.6289,0.3711,Over,Under,True,False,-100.00
2024-12-14,Anaheim Ducks,ANA,Columbus Blue Jackets,CBJ,4,3,7,True,6.1613,6.0,-120,102,0.5799,0.4201,Toss-up,Over,False,False,
2024-12-14,Florida Panthers,FLA,Calgary Flames,CGY,0,3,3,True,6.4576,5.5,-115,-105,0.6248,0.3752,Over,Under,True,False,-100.00
2024-12-14,Nashville Predators,NSH,Colorado Avalanche,COL,2,5,7,True,5.7563,6.0,-111,-108,0.5144,0.4856,Toss-up,Over,False,False,
2024-12-14,St. Louis Blues,STL,Dallas Stars,DAL,1,2,3,True,5.8470,6.0,-106,-113,0.5294,0.4706,Toss-up,Under,False,False,
2024-12-14,Toronto Maple Leafs,TOR,Detroit Red Wings,DET,2,4,6,True,5.4007,6.0,-103,-116,0.4540,0.5460,Toss-up,Push,False,False,
2024-12-14,Vegas Golden Knights,VGK,Edmonton Oilers,EDM,3,6,9,True,5.9062,6.0,-118,102,0.5391,0.4609,Toss-up,Over,False,False,
2024-12-14,Philadelphia Flyers,PHI,Minnesota Wild,MIN,1,4,5,True,6.1212,5.5,-121,104,0.5736,0.4264,Toss-up,Under,False,False,
2024-12-14,Chicago Blackhawks,CHI,New Jersey Devils,NJD,1,4,5,True,5.6489,6.0,-111,-108,0.4964,0.5036,Toss-up,Under,False,False,
2024-12-14,Los Angeles Kings,LAK,New York Rangers,NYR,5,1,6,True,5.5886,5.5,-117,-102,0.4862,0.5138,Toss-up,Over,False,False,
2024-12-14,Pittsburgh Penguins,PIT,Ottawa Senators,OTT,2,3,5,True,6.5039,6.5,-108,-110,0.4741,0.5259,Toss-up,Under,False,False,
2024-12-14,Tampa Bay Lightning,TBL,Seattle Kraken,SEA,5,1,6,True,6.6838,6.0,-124,106,0.6571,0.3429,Over,Push,False,False,
2024-12-14,Utah Hockey Club,UTA,San Jose Sharks,SJS,4,3,7,True,6.1330,6.0,-108,-110,0.5754,0.4246,Toss-up,Over,False,False,
2024-12-14,Boston Bruins,BOS,Vancouver Canucks,VAN,5,1,6,True,6.0185,5.5,-110,-110,0.5573,0.4427,Toss-up,Over,False,False,
2024-12-14,Montreal Canadiens,MTL,Winnipeg Jets,WPG,2,4,6,True,6.3366,6.0,-110,-108,0.6068,0.3932,Over,Push,False,False,
2024-12-14,Buffalo Sabres,BUF,Washington Capitals,WSH,2,4,6,True,6.4470,6.0,-121,104,0.6232,0.3768,Over,Push,False,False,
2024-12-15,Columbus Blue Jackets,CBJ,Carolina Hurricanes,CAR,1,4,5,True,6.9131,6.5,104,-123,0.5373,0.4627,Toss-up,Under,False,False,
2024-12-15,New York Islanders,NYI,Chicago Blackhawks,CHI,3,5,8,True,5.5824,5.5,-102,-116,0.4852,0.5148,Toss-up,Over,False,False,
2024-12-15,Vegas Golden Knights,VGK,Minnesota Wild,MIN,3,2,5,True,5.8994,5.5,-117,-102,0.5380,0.4620,Toss-up,Under,False,False,
2024-12-15,New York Rangers,NYR,St. Louis Blues,STL,2,3,5,True,5.7830,6.0,-110,-109,0.5189,0.4811,Toss-up,Under,False,False,
2024-12-15,Buffalo Sabres,BUF,Toronto Maple Leafs,TOR,3,5,8,True,5.7086,6.0,-116,-101,0.5065,0.4935,Toss-up,Over,False,False,
2024-12-16,Washington Capitals,WSH,Dallas Stars,DAL,1,3,4,True,6.0477,6.0,102,-120,0.5619,0.4381,Toss-up,Under,False,False,
2024-12-16,Florida Panthers,FLA,Edmonton Oilers,EDM,6,5,11,True,6.3705,6.0,-108,-110,0.6119,0.3881,Over,Over,True,True,92.59
2024-12-16,Colorado Avalanche,COL,Vancouver Canucks,VAN,1,3,4,True,6.5773,6.0,-104,-114,0.6421,0.3579,Over,Under,True,False,-100.00
2024-12-17,New York Islanders,NYI,Carolina Hurricanes,CAR,0,4,4,True,6.2189,6.0,-103,-115,0.5888,0.4112,Toss-up,Under,False,False,
2024-12-17,Boston Bruins,BOS,Calgary Flames,CGY,4,3,7,True,5.6454,5.5,-102,-116,0.4958,0.5042,Toss-up,Over,False,False,
2024-12-17,Washington Capitals,WSH,Chicago Blackhawks,CHI,2,3,5,True,6.0477,5.5,-118,-101,0.5620,0.4380,Toss-up,Under,False,False,
2024-12-17,Buffalo Sabres,BUF,Montreal Canadiens,MTL,1,6,7,True,6.4267,6.0,-110,-108,0.6202,0.3798,Over,Over,True,True,90.91
2024-12-17,New York Rangers,NYR,Nashville Predators,NSH,0,2,2,True,5.5033,6.0,-102,-117,0.4716,0.5284,Toss-up,Under,False,False,
2024-12-17,Los Angeles Kings,LAK,Pittsburgh Penguins,PIT,2,3,5,True,6.0889,5.5,-119,100,0.5685,0.4315,Toss-up,Under,False,False,
2024-12-17,Ottawa Senators,OTT,Seattle Kraken,SEA,3,0,3,True,5.8660,5.5,109,-127,0.5326,0.4674,Toss-up,Under,False,False,
2024-12-17,Winnipeg Jets,WPG,San Jose Sharks,SJS,4,3,7,True,6.3127,6.0,-100,-120,0.6032,0.3968,Over,Over,True,True,100.00
2024-12-17,New Jersey Devils,NJD,St. Louis Blues,STL,4,1,5,True,5.5438,5.5,-115,-103,0.4786,0.5214,Toss-up,Under,False,False,
2024-12-17,Columbus Blue Jackets,CBJ,Tampa Bay Lightning,TBL,3,5,8,True,7.2163,6.5,-105,-115,0.5820,0.4180,Toss-up,Over,False,False,
2024-12-18,Winnipeg Jets,WPG,Anaheim Ducks,ANA,2,3,5,True,5.8226,6.0,-102,-117,0.5254,0.4746,Toss-up,Under,False,False,
2024-12-18,Toronto Maple Leafs,TOR,Dallas Stars,DAL,5,3,8,True,5.4702,5.5,-120,-100,0.4660,0.5340,Toss-up,Over,False,False,
2024-12-18,Philadelphia Flyers,PHI,Detroit Red Wings,DET,4,6,10,True,6.0435,6.0,-106,-113,0.5613,0.4387,Toss-up,Over,False,False,
2024-12-18,Florida Panthers,FLA,Minnesota Wild,MIN,6,1,7,True,6.2409,5.5,-105,-115,0.5922,0.4078,Toss-up,Over,False,False,
2024-12-18,Vancouver Canucks,VAN,Utah Hockey Club,UTA,2,3,5,True,6.0310,5.5,-125,107,0.5593,0.4407,Toss-up,Under,False,False,
2024-12-19,New Jersey Devils,NJD,Columbus Blue Jackets,CBJ,2,4,6,True,6.3148,6.5,-107,-111,0.4441,0.5559,Toss-up,Under,False,False,
2024-12-19,Ottawa Senators,OTT,Calgary Flames,CGY,3,2,5,True,5.6610,5.5,-109,-110,0.4985,0.5015,Toss-up,Under,False,False,
2024-12-19,Seattle Kraken,SEA,Chicago Blackhawks,CHI,1,3,4,True,5.7023,5.5,-100,-117,0.5054,0.4946,Toss-up,Under,False,False,
2024-12-19,Boston Bruins,BOS,Edmonton Oilers,EDM,2,3,5,True,6.1374,6.0,-115,-105,0.5761,0.4239,Toss-up,Under,False,False,
2024-12-19,Pittsburgh Penguins,PIT,Nashville Predators,NSH,5,4,9,True,5.8075,6.0,-105,-112,0.5229,0.4771,Toss-up,Over,False,False,
2024-12-19,Los Angeles Kings,LAK,Philadelphia Flyers,PHI,7,3,10,True,5.8979,5.5,-106,-113,0.5378,0.4622,Toss-up,Over,False,False,
2024-12-19,Colorado Avalanche,COL,San Jose Sharks,SJS,4,2,6,True,6.5652,6.5,-102,-116,0.4837,0.5163,Toss-up,Under,False,False,
2024-12-19,St. Louis Blues,STL,Tampa Bay Lightning,TBL,1,3,4,True,6.3795,6.0,-105,-115,0.6132,0.3868,Over,Under,True,False,-100.00
2024-12-19,Vancouver Canucks,VAN,Vegas Golden Knights,VGK,1,3,4,True,6.1258,6.0,-105,-115,0.5743,0.4257,Toss-up,Under,False,False,
2024-12-20,Colorado Avalanche,COL,Anaheim Ducks,ANA,4,2,6,True,5.9542,6.5,-112,-106,0.3863,0.6137,Under,Under,True,True,94.34
2024-12-20,Toronto Maple Leafs,TOR,Buffalo Sabres,BUF,6,3,9,True,6.0246,6.0,-122,104,0.5583,0.4417,Toss-up,Over,False,False,
2024-12-20,New York Rangers,NYR,Dallas Stars,DAL,3,1,4,True,5.7571,6.0,-112,-108,0.5146,0.4854,Toss-up,Under,False,False,
2024-12-20,Montreal Canadiens,MTL,Detroit Red Wings,DET,4,3,7,True,6.2622,6.0,-109,-109,0.5955,0.4045,Toss-up,Over,False,False,
2024-12-20,St. Louis Blues,STL,Florida Panthers,FLA,1,2,3,True,6.1185,5.5,-120,101,0.5732,0.4268,Toss-up,Under,False,False,
2024-12-20,Utah Hockey Club,UTA,Minnesota Wild,MIN,2,1,3,True,5.7159,6.0,-107,-112,0.5077,0.4923,Toss-up,Under,False,False,
2024-12-20,Carolina Hurricanes,CAR,Washington Capitals,WSH,1,3,4,True,6.2474,6.0,-101,-118,0.5932,0.4068,Toss-up,Under,False,False,
2024-12-21,Buffalo Sabres,BUF,Boston Bruins,BOS,1,3,4,True,6.1087,6.0,-112,-106,0.5716,0.4284,Toss-up,Under,False,False,
2024-12-21,Chicago Blackhawks,CHI,Calgary Flames,CGY,4,6,10,True,5.6021,5.5,-112,-106,0.4885,0.5115,Toss-up,Over,False,False,
2024-12-21,San Jose Sharks,SJS,Edmonton Oilers,EDM,2,3,5,True,6.5507,6.5,-117,-101,0.4814,0.5186,Toss-up,Under,False,False,
2024-12-21,Detroit Red Wings,DET,Montreal Canadiens,MTL,1,5,6,True,6.3307,6.5,102,-120,0.4467,0.5533,Toss-up,Under,False,False,
2024-12-21,Pittsburgh Penguins,PIT,New Jersey Devils,NJD,0,3,3,True,6.3622,6.5,102,-121,0.4517,0.5483,Toss-up,Under,False,False,
2024-12-21,Los Angeles Kings,LAK,Nashville Predators,NSH,2,3,5,True,5.3237,5.5,-108,-110,0.4406,0.5594,Toss-up,Under,False,False,
2024-12-21,Columbus Blue Jackets,CBJ,Philadelphia Flyers,PHI,4,5,9,True,7.0402,6.5,100,-120,0.5563,0.4437,Toss-up,Over,False,False,
2024-12-21,New York Islanders,NYI,Toronto Maple Leafs,TOR,6,3,9,True,5.7983,5.5,-111,-108,0.5214,0.4786,Toss-up,Over,False,False,
2024-12-21,Ottawa Senators,OTT,Vancouver Canucks,VAN,5,4,9,True,5.6948,5.5,-117,-103,0.5041,0.4959,Toss-up,Over,False,False,
2024-12-21,Seattle Kraken,SEA,Vegas Golden Knights,VGK,2,6,8,True,5.8148,6.0,-115,-105,0.5241,0.4759,Toss-up,Over,False,False,
2024-12-21,Minnesota Wild,MIN,Winnipeg Jets,WPG,0,5,5,True,5.7131,5.5,-117,-101,0.5072,0.4928,Toss-up,Under,False,False,
2024-12-22,Seattle Kraken,SEA,Colorado Avalanche,COL,2,5,7,True,6.1505,6.0,-107,-112,0.5782,0.4218,Toss-up,Over,False,False,
2024-12-22,Ottawa Senators,OTT,Edmonton Oilers,EDM,1,3,4,True,5.9624,6.0,-120,101,0.5483,0.4517,Toss-up,Under,False,False,
2024-12-22,Carolina Hurricanes,CAR,New York Rangers,NYR,3,1,4,True,5.8865,6.0,-101,-117,0.5359,0.4641,Toss-up,Under,False,False,
2024-12-22,Florida Panthers,FLA,Tampa Bay Lightning,TBL,4,2,6,True,6.9023,6.0,-122,104,0.6866,0.3134,Over,Push,False,False,
2024-12-22,Anaheim Ducks,ANA,Utah Hockey Club,UTA,5,4,9,True,5.5385,6.0,-107,-112,0.4777,0.5223,Toss-up,Over,False,False,
2024-12-22,Los Angeles Kings,LAK,Washington Capitals,WSH,1,3,4,True,5.6469,5.5,-104,-115,0.4961,0.5039,Toss-up,Under,False,False,
2024-12-23,Washington Capitals,WSH,Boston Bruins,BOS,1,4,5,True,5.7178,5.5,-112,-107,0.5080,0.4920,Toss-up,Under,False,False,
2024-12-23,Montreal Canadiens,MTL,Columbus Blue Jackets,CBJ,4,5,9,True,6.8977,6.5,-105,-114,0.5349,0.4651,Toss-up,Over,False,False,
2024-12-23,St. Louis Blues,STL,Detroit Red Wings,DET,4,0,4,True,5.5263,5.5,-118,-101,0.4756,0.5244,Toss-up,Under,False,False,
2024-12-23,Tampa Bay Lightning,TBL,Florida Panthers,FLA,4,0,4,True,6.8464,6.5,-108,-110,0.5272,0.4728,Toss-up,Under,False,False,
2024-12-23,Chicago Blackhawks,CHI,Minnesota Wild,MIN,3,4,7,True,5.5948,5.5,-107,-110,0.4873,0.5127,Toss-up,Over,False,False,
2024-12-23,New York Rangers,NYR,New Jersey Devils,NJD,0,5,5,True,5.4446,6.0,-105,-115,0.4616,0.5384,Toss-up,Under,False,False,
2024-12-23,Carolina Hurricanes,CAR,Nashville Predators,NSH,2,5,7,True,5.5582,6.0,-103,-115,0.4810,0.5190,Toss-up,Over,False,False,
2024-12-23,Buffalo Sabres,BUF,New York Islanders,NYI,7,1,8,True,6.1869,5.5,-120,102,0.5839,0.4161,Toss-up,Over,False,False,
2024-12-23,Philadelphia Flyers,PHI,Pittsburgh Penguins,PIT,3,7,10,True,7.0623,6.5,108,-126,0.5595,0.4405,Toss-up,Over,False,False,
2024-12-23,Winnipeg Jets,WPG,Toronto Maple Leafs,TOR,5,2,7,True,5.9553,6.0,106,-124,0.5471,0.4529,Toss-up,Over,False,False,
2024-12-23,Dallas Stars,DAL,Utah Hockey Club,UTA,3,2,5,True,5.6997,6.0,-106,-112,0.5050,0.4950,Toss-up,Under,False,False,
2024-12-23,San Jose Sharks,SJS,Vancouver Canucks,VAN,3,4,7,True,6.3193,6.0,-101,-118,0.6042,0.3958,Over,Over,True,True,99.01
2024-12-23,Anaheim Ducks,ANA,Vegas Golden Knights,VGK,1,3,4,True,5.9412,6.5,-108,-111,0.3843,0.6157,Under,Under,True,True,90.09
2024-12-27,Chicago Blackhawks,CHI,Buffalo Sabres,BUF,2,6,8,True,6.2164,6.0,-118,-101,0.5884,0.4116,Toss-up,Over,False,False,
2024-12-27,Boston Bruins,BOS,Columbus Blue Jackets,CBJ,2,6,8,True,6.3516,6.5,-101,-118,0.4500,0.5500,Toss-up,Over,False,False,
2024-12-27,Minnesota Wild,MIN,Dallas Stars,DAL,3,2,5,True,5.5356,5.5,-114,-105,0.4772,0.5228,Toss-up,Under,False,False,
2024-12-27,Toronto Maple Leafs,TOR,Detroit Red Wings,DET,5,2,7,True,6.0160,6.0,104,-122,0.5569,0.4431,Toss-up,Over,False,False,
2024-12-27,Carolina Hurricanes,CAR,New Jersey Devils,NJD,2,4,6,True,5.6718,5.5,-110,-108,0.5003,0.4997,Toss-up,Over,False,False,
2024-12-27,Vegas Golden Knights,VGK,San Jose Sharks,SJS,6,3,9,True,6.2596,6.5,-111,-108,0.4353,0.5647,Toss-up,Over,False,False,
2024-12-27,Nashville Predators,NSH,St. Louis Blues,STL,4,7,11,True,5.0812,5.5,-115,-105,0.3983,0.6017,Under,Over,True,False,-100.00
2024-12-27,Colorado Avalanche,COL,Utah Hockey Club,UTA,4,1,5,True,6.1048,6.5,-106,-110,0.4105,0.5895,Toss-up,Under,False,False,
2024-12-28,Philadelphia Flyers,PHI,Anaheim Ducks,ANA,3,1,4,True,6.4413,6.0,-121,102,0.6224,0.3776,Over,Under,True,False,-100.00
2024-12-28,Columbus Blue Jackets,CBJ,Boston Bruins,BOS,0,4,4,True,6.4847,6.0,-116,-102,0.6287,0.3713,Over,Under,True,False,-100.00
2024-12-28,New Jersey Devils,NJD,Carolina Hurricanes,CAR,2,5,7,True,5.6930,6.0,-110,-110,0.5038,0.4962,Toss-up,Over,False,False,
2024-12-28,Montreal Canadiens,MTL,Florida Panthers,FLA,4,0,4,True,6.6612,6.5,100,-120,0.4987,0.5013,Toss-up,Under,False,False,
